,code,name
9847,POSC 333,POSC 333 Stigma and Society: Physical Disability in America
9848,POSC 334,POSC 334 Interest Groups and Elite Behavior
9849,POSC 335,"POSC 335 Political Parties, Campaigns, and Elections"
9850,POSC 340,POSC 340 Constitutional Law
9851,POSC 345,POSC 345 International Law
9852,POSC 347,POSC 347 Environmental Law
9853,POSC 349,POSC 349 Women and the Law
9854,POSC 350,POSC 350 Politics of Latin America
9855,POSC 351,POSC 351 Middle East Politics
9856,POSC 352,POSC 352 Politics of Southeast Asia
9857,POSC 354,POSC 354 Japanese Politics
9858,POSC 355,POSC 355 Politics of East Asia
9859,POSC 356,POSC 356 Politics in the People's Republic of China
9860,POSC 358,POSC 358 Politics of Sub-Sahara Africa
9861,POSC 360,POSC 360 Comparative Political Institutions
9862,POSC 363,POSC 363 Cities and Regions in World Politics
9863,POSC 365,POSC 365 World Political Leadership
9864,POSC 366,POSC 366 Terrorism and Genocide
9865,POSC 370,POSC 370 European Political Thought I
9866,POSC 371,POSC 371 European Political Thought II
9867,POSC 374,"POSC 374 The American Founders: Visions, Values and Legacy"
9868,POSC 375,POSC 375 American Political Thought
9869,POSC 377,POSC 377 Asian Political Thought
9870,POSC 380,POSC 380 Political Theories and Social Reform
9871,POSC 381,"POSC 381 Sex, Power, and Politics"
9872,POSC 390,POSC 390 Special Problems
9873,POSC 391,POSC 391 Honors I: Undergraduate Seminar
9874,POSC 392,POSC 392 Honors II: Undergraduate Thesis
9875,POSC 395,POSC 395 Directed Governmental and Political Leadership Internship
9876,POSC 398L,POSC 398L Trial Advocacy: Theory and Practice
9877,POSC 410x,POSC 410x Political Fellows Seminars
9878,POSC 418,POSC 418 Environmental Sustainability and Public Participation
9879,POSC 420,POSC 420 Practicum in the American Political Process
9880,POSC 421,POSC 421 Ethnic Politics
9881,POSC 422,POSC 422 Political Attitudes and Behavior
9882,POSC 423,POSC 423 Presidents and the Presidency
9883,POSC 424m,POSC 424m Political Participation and American Diversity
9884,POSC 425,POSC 425 Legislative Process
9885,POSC 426,POSC 426 The United States Supreme Court
9886,POSC 427,POSC 427 Black Politics in the American Political System
9887,POSC 428,POSC 428 Latino Politics
9888,POSC 430,POSC 430 Political Economy of Mexico
9889,POSC 431,POSC 431 Political Economy of Central America
9890,POSC 432,POSC 432 Politics of Local Criminal Justice
9891,POSC 435,POSC 435 Politics and the Economy
9892,POSC 436,POSC 436 Environmental Politics
9893,POSC 437,POSC 437 Mass Media and Politics
9894,POSC 439,POSC 439 Critical Issues in American Politics
9895,POSC 440,POSC 440 Comparative Law and the Judicial Process
9896,POSC 441m,POSC 441m Cultural Diversity and the Law
9897,POSC 442m,POSC 442m The Politics of Human Differences: Diversity and Discrimination
9898,POSC 443,POSC 443 Law in Film
9899,POSC 444,POSC 444 Civil and Political Rights and Liberties
9900,POSC 446,POSC 446 Global Bioethics and Human Rights
9901,POSC 447,POSC 447 Global Justice: Interdisciplinary Perspectives
9902,POSC 448a,POSC 448a The Politics of Peace
9903,POSC 448b,POSC 448b The Politics of Peace
9904,POSC 449,POSC 449 Political Psychology
9905,POSC 450,POSC 450 Political Development
9906,POSC 451,POSC 451 Politics of Resources and Development
9907,POSC 452,POSC 452 Critical Issues in Law and Public Policy
9908,POSC 453,POSC 453 Political Change in Asia
9909,POSC 456,POSC 456 Women in International Development
9910,POSC 463,POSC 463 European Politics
9911,POSC 464,POSC 464 Politics of Russia and Eastern Europe
9912,POSC 469,POSC 469 Critical Issues in Comparative Politics
9913,POSC 475,POSC 475 The Future of California
9914,POSC 476,POSC 476 Contemporary Political Thought
9915,POSC 479,POSC 479 Critical Issues in Political Thought
9916,POSC 490x,POSC 490x Directed Research
9917,POSC 499,POSC 499 Special Topics
9918,PPD 100m,"PPD 100m Los Angeles, The Enduring Pueblo"
9919,PPD 225,PPD 225 Public Policy and Management
9920,PPD 227,PPD 227 Urban Planning and Development
9921,PPD 240g,PPD 240g Citizenship and Public Ethics
9922,PPD 245g,PPD 245g The Urban Context for Policy and Planning
9923,PPD 250m,PPD 250m Cities in the Developing World
9924,PPD 300,PPD 300 Social Justice Issues in Public Policy and Urban Planning
9925,PPD 301,PPD 301 PPD Practices: Internship Seminar
9926,PPD 303,"PPD 303 Statistics for Policy, Planning, and Development"
9927,PPD 306,"PPD 306 Visual Methods in Policy, Management, Planning and Development"
9928,PPD 313,PPD 313 Finance of the Public Sector
9929,PPD 314,PPD 314 Public Policy and Law
9930,PPD 315,PPD 315 Analytic Foundations for Public Policy
9931,PPD 316,PPD 316 Human Resource Management for Public Organizations
9932,PPD 318,PPD 318 Financial Accounting in Public and Nonprofit Organizations
9933,PPD 320,PPD 320 Organizational Behavior in Public Administration
9934,PPD 325,PPD 325 Fundamentals of Health Policy and Management
9935,PPD 330,PPD 330 Introduction to Health Care Systems
9936,PPD 340,PPD 340 The American System of Justice
9937,PPD 342,PPD 342 Crime and Public Policy
9938,PPD 343,"PPD 343 Terrorism, Homeland Security, and Public Policy"
9939,PPD 344,PPD 344 Environmental Policy and Sustainable Development
9940,PPD 353,PPD 353 Philanthropy and Social Change
9941,PPD 357,PPD 357 Government and Business
9942,PPD 358,PPD 358 Urban and Regional Economics
9943,PPD 360,PPD 360 Urban Transportation Planning and Policy
9944,PPD 361,"PPD 361 Sustainable Communities, Policy and Planning"
9945,PPD 364,PPD 364 Technology and the City
9946,PPD 371,PPD 371 The Nonprofit Sector and the Public Interest
9947,PPD 372m,PPD 372m Public Service in an Urban Setting
9948,PPD 373,PPD 373 Public Policy and Planning Analysis
9949,PPD 380a,PPD 380a International Perspectives on Urban Problem Solving
9950,PPD 380b,PPD 380b International Perspectives on Urban Problem Solving
9951,PPD 382,PPD 382 International Development
9952,PPD 390,PPD 390 Special Problems
9953,PPD 400,PPD 400 Topics in Public Policy and Urban Studies
9954,PPD 402,PPD 402 Management of Public and Nonprofit Organizations
9955,PPD 403,PPD 403 Management Analysis I
9956,PPD 404,PPD 404 Empirical Methods for Public Policy
9957,PPD 405,PPD 405 Fundraising for Policy and Planning
9958,PPD 407,PPD 407 Financial Management of Public and Nonprofit Organizations
9959,PPD 410,PPD 410 Comparative Urban Development
9960,PPD 411a,PPD 411a Sacramento Semester
9961,PPD 411b,PPD 411b Sacramento Semester
9962,PPD 411c,PPD 411c Sacramento Semester
9963,PPD 411d,PPD 411d Sacramento Semester
9964,PPD 412L,PPD 412L GeoDesign Practicum
9965,PPD 413,PPD 413 Administration of Health Care Organizations
9966,PPD 414,PPD 414 Community Health Policy and Planning
9967,PPD 415,PPD 415 Health Policy
9968,PPD 416,PPD 416 Food Policy and Planning
9969,PPD 420,PPD 420 Environmental Impact Assessment
9970,PPD 421,"PPD 421 Land Use, Environment, and Housing in Developing Countries"
9971,PPD 422,PPD 422 Transportation and Technology and the Future of Mobility
9972,PPD 427L,PPD 427L Geographic Information Systems and Planning Applications
9973,PPD 429,PPD 429 Urban Design Practicum
9974,PPD 430,PPD 430 Urban Informatics
9975,PPD 431,"PPD 431 Undergraduate Policy, Planning, and Development Studio"
9976,PPD 438,PPD 438 Local Economic Development
9977,PPD 439,PPD 439 Housing and Community Development
9978,PPD 466,PPD 466 Urban Government and Management
9979,PPD 468,PPD 468 Cross-Cultural Negotiations: Communication and Strategy
9980,PPD 475,PPD 475 The Future of California
9981,PPD 476,PPD 476 Politics and Administration
9982,PPD 478,PPD 478 Social Innovation
9983,PPD 482,PPD 482 Comparative Public Administration
9984,PPD 485m,PPD 485m U.S. Immigration Policy
9985,PPD 490x,PPD 490x Directed Research
9986,PPD 497a,PPD 497a Senior Thesis
9987,PPD 497b,PPD 497b Senior Thesis
9988,PPD 498,PPD 498 Senior Honors Seminar
9989,PPD 499,PPD 499 Special Topics
9990,PPD 500,PPD 500 Intersectoral Leadership
9991,PPD 501a,"PPD 501a Economics for Policy, Planning and Development"
9992,PPD 501b,"PPD 501b Economics for Policy, Planning and Development"
9993,PPD 502x,PPD 502x Statistical Foundations for Public Management and Policy
9994,PPD 503,PPD 503 Economics for Public Policy
9995,PPD 504,PPD 504 Essential Statistics for Public Management
9996,PPD 505,PPD 505 Modeling for Health Policy and Medical Decision Making
9997,PPD 506,PPD 506 Introduction to Microeconomics: Applications in Health
9998,PPD 507,PPD 507 Six-Sigma Methods and Applications
9999,PPD 508,PPD 508 Health Care Operations Improvement
10000,PPD 509,PPD 509 Problems and Issues in the Health Field
10001,PPD 510a,PPD 510a Financial Management of Health Services
10002,PPD 510b,PPD 510b Financial Management of Health Services
10003,PPD 511,PPD 511 Health Information Systems
10004,PPD 512,PPD 512 Health Administration Residency Seminar
10005,PPD 513,PPD 513 Legal Issues in Health Care Delivery
10006,PPD 514,PPD 514 Economic Concepts Applied to Health
10007,PPD 515,PPD 515 Strategic Management of Health Organizations
10008,PPD 516,PPD 516 Financial Accounting for Health Care Organizations
10009,PPD 517,PPD 517 Concepts and Practices in Managing Health Care Organizations
10010,PPD 518,PPD 518 Quality of Care Concepts
10011,PPD 519,PPD 519 Methods and Applications of Health Services Research
10012,PPD 520,PPD 520 Economic Approaches to Health Policy Analysis
10013,PPD 521a,PPD 521a Information Technology Management Systems in Health Care
10014,PPD 521b,PPD 521b Information Technology Management Systems in Health Care
10015,PPD 522,PPD 522 Planning Theory and History for a Just Society
10016,PPD 523,PPD 523 Urban and International Development
10017,PPD 524,PPD 524 Planning Theory
10018,PPD 525,PPD 525 Statistics and Arguing from Data
10019,PPD 526,PPD 526 Comparative International Development
10020,PPD 527,PPD 527 The Social Context of Planning
10021,PPD 528,PPD 528 Physical Planning: Urban and Community Design
10022,PPD 529,PPD 529 Planning Law and Legal Frameworks of Planning
10023,PPD 530,PPD 530 Historical Analysis of Urban Form and Planning Practice
10024,PPD 531L,PPD 531L Planning Studio
10025,PPD 532L,PPD 532L International Planning and Development Laboratory Workshop
10026,PPD 533,PPD 533 Planning History and Urban Form
10027,PPD 534,"PPD 534 Data, Evidence, and Communication of the Public Good"
10028,PPD 540,PPD 540 Fundamentals of Public Administration
10029,PPD 541,PPD 541 Public Financial Management and Budgeting
10030,PPD 542,PPD 542 Policy and Program Evaluation
10031,PPD 543,PPD 543 Internship Seminar
10032,PPD 545,PPD 545 Public and Nonprofit Organizational Behavior
10033,PPD 546,PPD 546 Capstone in Public Administration
10034,PPD 552,PPD 552 Managing and Financing Public Engineering Works
10035,PPD 554,PPD 554 Foundations of Policy Analysis
10036,PPD 555,PPD 555 Public Policy Formulation and Implementation
10037,PPD 557,PPD 557 Modeling and Operations Research
10038,PPD 558,PPD 558 Multivariate Statistical Analysis
10039,PPD 559,PPD 559 Policy Implementation and Evaluation
10040,PPD 560,PPD 560 Methods for Policy Analysis
10041,PPD 561a,PPD 561a Policy Analysis Practicum
10042,PPD 561b,PPD 561b Policy Analysis Practicum
10043,PPD 568,PPD 568 Environmental Governance and Sustainability
10044,PPD 569,PPD 569 Applied International Policy Analysis and Management Project
10045,PPD 570,"PPD 570 Applied Statistics for Planning, Policy and Management"
10046,PPD 571,PPD 571 International Public Policy and Management Seminar
10047,PPD 572,PPD 572 Special Issues in International Public Policy
10048,PPD 582,PPD 582 Transportation System Security and Emergency Management
10049,PPD 587,PPD 587 Risk Analysis
10050,PPD 588,PPD 588 Introduction to Transportation Planning Law
10051,PPD 589,PPD 589 Port Engineering: Planning and Operational Analysis
10052,PPD 590,PPD 590 Directed Research
10053,PPD 594a,PPD 594a Master's Thesis
10054,PPD 594b,PPD 594b Master's Thesis
10055,PPD 594z,PPD 594z Master's Thesis
10056,PPD 596,PPD 596 Internship for Curricular Practical Training
10057,PPD 599,PPD 599 Special Topics
10058,PPD 600,PPD 600 Management of Managed Care Organizations
10059,PPD 601,PPD 601 Management of Long-Term Care Organizations
10060,PPD 602,PPD 602 Strategic and Operational Planning for Health Services
10061,PPD 603,PPD 603 Marketing of Health Services
10062,PPD 604,PPD 604 Seminar in Hospital Administration
10063,PPD 605,PPD 605 Frontline Issues in Health Services Administration and Policy
10064,PPD 606,PPD 606 Urban Health Policy
10065,PPD 607,PPD 607 Introduction to Public Health Policy
10066,PPD 608,PPD 608 Leadership Symposium in Health Management and Policy
10067,PPD 609,PPD 609 Physician Practice Management
10068,PPD 610,PPD 610 Managed Care Contracting
10069,PPD 611,PPD 611 Policy Issues in Planning and Development
10070,PPD 612,PPD 612 Research and Analytical Techniques
10071,PPD 613a,"PPD 613a Policy, Planning, and Development International Laboratory"
10072,PPD 613b,"PPD 613b Policy, Planning, and Development International Laboratory"
10073,PPD 614,PPD 614 Management in Planning Practice
10074,PPD 615,"PPD 615 Comparative Urbanization, Development, and Inequality"
10075,PPD 616,PPD 616 Participatory Methods in Planning and Policy
10076,PPD 617,PPD 617 Urban Demography and Growth
10077,PPD 618,PPD 618 Housing Facilities and Community Development
10078,PPD 619,PPD 619 Smart Growth and Urban Sprawl: Policy Debates and Planning Solutions
10079,PPD 620,PPD 620 General Plans
10080,PPD 621,PPD 621 Environmental Impacts
10081,PPD 622,PPD 622 Seminar in Urban Development
10082,PPD 623,PPD 623 Community Development and Site Planning
10083,PPD 624,PPD 624 Local Economic Development: Theory and Finance
10084,PPD 625,PPD 625 Planning and Economic Development Finance
10085,PPD 626,PPD 626 Public/Private and Mixed Enterprises Planning
10086,PPD 627,PPD 627 Design Skills for Urban Planners
10087,PPD 628,PPD 628 Urban Planning and Social Policy
10088,PPD 629,PPD 629 Capstone in Urban Planning
10089,PPD 630,PPD 630 Urban Economic Analysis
10090,PPD 631,"PPD 631 Geographic Information Systems for Policy, Planning, and Development"
10091,PPD 632,PPD 632 Planning Analysis and Evaluation
10092,PPD 633,PPD 633 Methods and Modeling Tools for Transportation Planning
10093,PPD 634,PPD 634 Institutional and Policy Issues in Transportation
10094,PPD 635,PPD 635 Principles of Transportation Systems Analysis
10095,PPD 636,PPD 636 Infrastructure and Modern Society
10096,PPD 637,PPD 637 Forecasting and Urban Planning: A Survey of Theory and Methods
10097,PPD 638,PPD 638 Integrative Seminar
10098,PPD 639,PPD 639 Introduction to Community and Economic Development
10099,PPD 640,PPD 640 Leadership Foundations: Competencies and Core Values
10100,PPD 641,"PPD 641 Leading Individuals, Groups and Teams"
10101,PPD 642,PPD 642 Strategic Leadership of Organizations
10102,PPD 643,PPD 643 Leading Transformations Across Sectors: Integrative Seminar
10103,PPD 644,PPD 644 Shaping the Built Environment
10104,PPD 645,PPD 645 Professional Development
10105,PPD 646,PPD 646 Fieldwork
10106,PPD 647,PPD 647 Finance of the Public Sector
10107,PPD 648,PPD 648 Concepts and Practices of Public Budgeting
10108,PPD 649,PPD 649 Concepts and Practices in Public Personnel Administration
10109,PPD 650,PPD 650 Organization Development in Public Administration
10110,PPD 651,PPD 651 Seminar in the Administration of Local Government
10111,PPD 652,PPD 652 Financial Administration in Local Government
10112,PPD 653,PPD 653 Training in the Public Sector
10113,PPD 654,PPD 654 Information Technology Management in the Public Sector
10114,PPD 655,PPD 655 Administrative Law and Public Management
10115,PPD 656,PPD 656 Political Management: Theory and Applied Techniques
10116,PPD 657,PPD 657 Political Leadership in Public Organizations
10117,PPD 658,PPD 658 Advocacy in Public Administration
10118,PPD 659,PPD 659 National Security Administration and the Domestic and International Environment
10119,PPD 660,PPD 660 Local Agency Debt and Cash Administration
10120,PPD 661,PPD 661 Intergovernmental Management: Local Perspective
10121,PPD 662,PPD 662 Intergovernmental Management: State Perspective
10122,PPD 663,PPD 663 Intergovernmental Management: Federal Perspective
10123,PPD 664,PPD 664 Contract Management
10124,PPD 665,PPD 665 Contemporary Issues in Philanthropy
10125,PPD 666,PPD 666 Administrative Research and Analysis
10126,PPD 667,PPD 667 Public Ethics
10127,PPD 668,PPD 668 Entrepreneurship in the Public Sector
10128,PPD 669,PPD 669 Federal Management Systems
10129,PPD 670,PPD 670 Management of Intergovernmental Programs
10130,PPD 671,PPD 671 Decision-Making in Regulatory Agencies
10131,PPD 672,PPD 672 Collaborative Governance
10132,PPD 673,PPD 673 Strategic Planning in the Public Sector
10133,PPD 674,"PPD 674 Science, Technology, and Government"
10134,PPD 675,PPD 675 Nonprofit Management and Leadership
10135,PPD 676,PPD 676 Comparative Public Administration
10136,PPD 677,PPD 677 International Development Administration
10137,PPD 678,PPD 678 Processes of Change in Developing Societies
10138,PPD 679,PPD 679 Financial Administration in Developing Countries
10139,PPD 680,PPD 680 Development of Effective Groups and Organizations
10140,PPD 681,PPD 681 Public Organization and Management Theory
10141,PPD 682,PPD 682 Justice Administration: A Management Perspective
10142,PPD 683,PPD 683 Homeland Security and Public Policy
10143,PPD 684,PPD 684 Leadership Development in the Public and Nonprofit Sectors
10144,PPD 685,PPD 685 Human Resources Management in Public and Non-Profit Sectors
10145,PPD 686,PPD 686 U.S. Immigration Policy
10146,PPD 687,PPD 687 Strategic Management in the Nonprofit Sector
10147,PPD 688,PPD 688 Business and Public Policy
10148,PPD 689,PPD 689 The Nonprofit Sector and Philanthropy
10149,PPD 690,PPD 690 Alternative Dispute Resolution
10150,PPD 692,PPD 692 Transportation and the Environment
10151,PPD 693,PPD 693 Communicating Public Policy
