,code,name
7132,LING 586,LING 586 Advanced Psycholinguistics
7133,LING 590,LING 590 Directed Research
7134,LING 593x,LING 593x Practicum in Teaching the Liberal Arts: Linguistics
7135,LING 595,LING 595 Directed Readings
7136,LING 599,LING 599 Special Topics
7137,LING 602,LING 602 Seminar in Experimental Methods in Linguistics
7138,LING 610,LING 610 Seminar in Linguistic Theory
7139,LING 615,LING 615 Seminar in Linguistics Structures
7140,LING 627,LING 627 Seminar in Second Language Acquisition
7141,LING 631,LING 631 Seminar in Phonological Theory
7142,LING 632,LING 632 Seminar in Phonetics
7143,LING 635,LING 635 Seminar in Syntax
7144,LING 636,LING 636 Seminar in Semantics
7145,LING 645,LING 645 Seminar in Language Change
7146,LING 675,LING 675 Seminar in Sociolinguistics
7147,LING 676,LING 676 Seminar in Psycholinguistics
7148,LING 790,LING 790 Research
7149,LING 794a,LING 794a Doctoral Dissertation
7150,LING 794b,LING 794b Doctoral Dissertation
7151,LING 794c,LING 794c Doctoral Dissertation
7152,LING 794d,LING 794d Doctoral Dissertation
7153,LING 794z,LING 794z Doctoral Dissertation
7154,MASC 110L,MASC 110L Materials Science
7155,MASC 310,MASC 310 Materials Behavior and Processing
7156,MASC 334L,MASC 334L Mechanical Behavior of Materials
7157,MASC 350L,"MASC 350L Nanostructured Materials: Design, Synthesis and Processing"
7158,MASC 439,MASC 439 Principles of Semiconductor Processing
7159,MASC 440,MASC 440 Materials and the Environment
7160,MASC 455,MASC 455 Computational Materials I: Introduction to Atomistic Simulation
7161,MASC 456,MASC 456 Computational Materials II: Properties and Processing Simulations​​
7162,MASC 471,MASC 471 Applied Quantum Mechanics for Engineers
7163,MASC 472,MASC 472 Polymer Science and Engineering
7164,MASC 475,MASC 475 Physical Properties of Polymers
7165,MASC 476,MASC 476 Chemical Engineering Materials
7166,MASC 499,MASC 499 Special Topics
7167,MASC 501,MASC 501 Solid State
7168,MASC 502,MASC 502 Advanced Solid State
7169,MASC 503,MASC 503 Thermodynamics of Materials
7170,MASC 504,MASC 504 Diffusion and Phase Equilibria
7171,MASC 505,MASC 505 Crystals and Anisotropy
7172,MASC 506,MASC 506 Semiconductor Physics
7173,MASC 507,MASC 507 Micro- and Nano-Fabrication Technology
7174,MASC 511,MASC 511 Materials Preparation
7175,MASC 512,MASC 512 Thin Film Science and Technology
7176,MASC 514L,MASC 514L Processing of Advanced Semiconductor Devices
7177,MASC 515,MASC 515 Basics of Machine Learning for Materials
7178,MASC 520,MASC 520 Mathematical Methods for Deep Learning
7179,MASC 523,MASC 523 Principles of Electrochemical Engineering
7180,MASC 524,MASC 524 Techniques and Mechanisms in Electrochemistry
7181,MASC 534,MASC 534 Materials Characterization
7182,MASC 535L,MASC 535L Transmission Electron Microscopy
7183,MASC 539,MASC 539 Engineering Quantum Mechanics
7184,MASC 551,MASC 551 Mechanical Behavior of Engineering Materials
7185,MASC 559,MASC 559 Creep
7186,MASC 560,MASC 560 Fatigue and Fracture
7187,MASC 561,MASC 561 Dislocation Theory and Applications
7188,MASC 562,MASC 562 Failure Analysis
7189,MASC 564,MASC 564 Composites Processing
7190,MASC 570,MASC 570 Introduction to Photovoltaic Solar Energy Conversion
7191,MASC 575,MASC 575 Basics of Atomistic Simulation of Materials
7192,MASC 576,MASC 576 Molecular Dynamics Simulations of Materials and Processes
7193,MASC 583,MASC 583 Materials Selection
7194,MASC 584,MASC 584 Fracture Mechanics and Mechanisms
7195,MASC 590,MASC 590 Directed Research
7196,MASC 594a,MASC 594a Master's Thesis
7197,MASC 594b,MASC 594b Master's Thesis
7198,MASC 594z,MASC 594z Master's Thesis
7199,MASC 598,MASC 598 Materials Science Seminar
7200,MASC 599,MASC 599 Special Topics
7201,MASC 601,MASC 601 Advanced Semiconductor Device Physics
7202,MASC 606,MASC 606 Nonequilibrium Processes in Semiconductors
7203,MASC 610,MASC 610 Molecular Beam Epitaxy
7204,MASC 690,MASC 690 Directed Research
7205,MASC 790,MASC 790 Research
7206,MASC 794a,MASC 794a Doctoral Dissertation
7207,MASC 794b,MASC 794b Doctoral Dissertation
7208,MASC 794c,MASC 794c Doctoral Dissertation
7209,MASC 794d,MASC 794d Doctoral Dissertation
7210,MASC 794z,MASC 794z Doctoral Dissertation
7211,MATH 040x,MATH 040x Basic Mathematical Skills
7212,MATH 108g,MATH 108g Contemporary Precalculus
7213,MATH 114gx,MATH 114gx Foundations of Statistics
7214,MATH 117g,MATH 117g Introduction to Mathematics for Business and Economics
7215,MATH 118gx,MATH 118gx Fundamental Principles of Calculus
7216,MATH 125g,MATH 125g Calculus I
7217,MATH 126g,MATH 126g Calculus II
7218,MATH 127,MATH 127 Enhanced Calculus II
7219,MATH 129,MATH 129 Calculus II for Engineers and Scientists
7220,MATH 200,MATH 200 Elementary Mathematics from an Advanced Standpoint
7221,MATH 208x,MATH 208x Elementary Probability and Statistics
7222,MATH 225,MATH 225 Linear Algebra and Linear Differential Equations
7223,MATH 226g,MATH 226g Calculus III
7224,MATH 227,MATH 227 Enhanced Calculus III
7225,MATH 229,MATH 229 Calculus III for Engineers and Scientists
7226,MATH 245,MATH 245 Mathematics of Physics and Engineering I
7227,MATH 265,MATH 265 Mathematical and Computational Methods for Neuroscience
7228,MATH 307,MATH 307 Statistical Inference and Data Analysis I
7229,MATH 308,MATH 308 Statistical Inference and Data Analysis II
7230,MATH 370,MATH 370 Applied Algebra
7231,MATH 390,MATH 390 Special Problems
7232,MATH 395,MATH 395 Seminar in Problem Solving
7233,MATH 400,MATH 400 Foundations of Discrete Mathematics
7234,MATH 407,MATH 407 Probability Theory
7235,MATH 408,MATH 408 Mathematical Statistics
7236,MATH 410,MATH 410 Fundamental Concepts of Modern Algebra
7237,MATH 425a,MATH 425a Fundamental Concepts of Analysis
7238,MATH 425b,MATH 425b Fundamental Concepts of Analysis
7239,MATH 430,MATH 430 Theory of Numbers
7240,MATH 432,MATH 432 Applied Combinatorics
7241,MATH 434,MATH 434 Geometry and Transformations
7242,MATH 435,MATH 435 Vector Analysis and Introduction to Differential Geometry
7243,MATH 440,MATH 440 Topology
7244,MATH 445,MATH 445 Mathematics of Physics and Engineering II
7245,MATH 447,MATH 447 Mathematics of Machine Learning
7246,MATH 450,MATH 450 History of Mathematics
7247,MATH 458,MATH 458 Numerical Methods
7248,MATH 465,MATH 465 Nonlinear Dynamics in Science and Engineering
7249,MATH 466,MATH 466 Dynamic Modeling
7250,MATH 467,MATH 467 Theory and Computational Methods for Optimization
7251,MATH 471,MATH 471 Topics in Linear Algebra
7252,MATH 475,MATH 475 Introduction to Theory of Complex Variables
7253,MATH 490x,MATH 490x Directed Research
7254,MATH 499,MATH 499 Special Topics
7255,MATH 500,MATH 500 Graduate Colloquium
7256,MATH 501,MATH 501 Numerical Analysis and Computation
7257,MATH 502a,MATH 502a Numerical Analysis
7258,MATH 502b,MATH 502b Numerical Analysis
7259,MATH 504a,MATH 504a Numerical Solution of Ordinary and Partial Differential Equations
7260,MATH 504b,MATH 504b Numerical Solution of Ordinary and Partial Differential Equations
7261,MATH 505a,MATH 505a Applied Probability
7262,MATH 505b,MATH 505b Applied Probability
7263,MATH 507a,MATH 507a Theory of Probability
7264,MATH 507b,MATH 507b Theory of Probability
7265,MATH 508,MATH 508 Filtering Theory
7266,MATH 509,MATH 509 Stochastic Differential Equations
7267,MATH 510a,MATH 510a Algebra
7268,MATH 510b,MATH 510b Algebra
7269,MATH 511aL,MATH 511aL Data Analysis
7270,MATH 511bL,MATH 511bL Data Analysis
7271,MATH 512,MATH 512 Financial Informatics and Simulation (Computer Labs and Practitioner Seminar)
7272,MATH 520,MATH 520 Complex Analysis
7273,MATH 525a,MATH 525a Real Analysis
7274,MATH 525b,MATH 525b Real Analysis
7275,MATH 530a,MATH 530a Stochastic Calculus and Mathematical Finance
7276,MATH 530b,MATH 530b Stochastic Calculus and Mathematical Finance
7277,MATH 532,MATH 532 Combinatorial Analysis
7278,MATH 533,MATH 533 Algebraic Combinatorics
7279,MATH 535a,MATH 535a Differential Geometry
7280,MATH 535b,MATH 535b Differential Geometry
7281,MATH 540,MATH 540 Topology
7282,MATH 541a,MATH 541a Introduction to Mathematical Statistics
7283,MATH 541b,MATH 541b Introduction to Mathematical Statistics
7284,MATH 542,MATH 542 Analysis of Variance and Design
7285,MATH 543,MATH 543 Nonparametric Statistics
7286,MATH 544L,MATH 544L Multivariate Analysis
7287,MATH 545,MATH 545 Introduction to Time Series
7288,MATH 547,MATH 547 Mathematical Foundations of Statistical Learning Theory
7289,MATH 548,MATH 548 Sequential Analysis
7290,MATH 550,MATH 550 Sample Surveys
7291,MATH 555a,MATH 555a Partial Differential Equations
7292,MATH 555b,MATH 555b Partial Differential Equations
7293,MATH 565a,MATH 565a Ordinary Differential Equations
7294,MATH 565b,MATH 565b Ordinary Differential Equations
7295,MATH 570a,MATH 570a Methods of Applied Mathematics
7296,MATH 570b,MATH 570b Methods of Applied Mathematics
7297,MATH 572,MATH 572 Applied Algebraic Structures
7298,MATH 574,MATH 574 Applied Matrix Analysis
7299,MATH 576,MATH 576 Applied Complex Analysis and Integral Transforms
7300,MATH 577a,MATH 577a Computational Molecular Biology Laboratory
7301,MATH 577b,MATH 577b Computational Molecular Biology Laboratory
7302,MATH 578a,MATH 578a Computational Molecular Biology
7303,MATH 578b,MATH 578b Computational Molecular Biology
7304,MATH 580,MATH 580 Introduction to Functional Analysis
7305,MATH 585,MATH 585 Mathematical Theory of Optimal Control
7306,MATH 590,MATH 590 Directed Research
7307,MATH 592,MATH 592 Computational Molecular Biology Internship
7308,MATH 594a,MATH 594a Master's Thesis
7309,MATH 594b,MATH 594b Master's Thesis
7310,MATH 594z,MATH 594z Master's Thesis
7311,MATH 595,MATH 595 Practicum in Teaching the Liberal Arts: Mathematics
7312,MATH 596,MATH 596 Internship for Curricular Practical Training
7313,MATH 599,MATH 599 Special Topics
7314,MATH 600,MATH 600 Topics in Numerical Analysis
7315,MATH 601,MATH 601 Optimization Theory and Techniques
7316,MATH 602,MATH 602 Galerkin Approximation Methods in Partial Differential Equations
7317,MATH 605,MATH 605 Topics in Probability
7318,MATH 606,MATH 606 Topics in Stochastic Processes
7319,MATH 610,MATH 610 Topics in Algebra
7320,MATH 612,MATH 612 Topics in Commutative Ring Theory
7321,MATH 613,MATH 613 Topics in Representation Theory
7322,MATH 614,MATH 614 Topics in Algebraic Geometry
7323,MATH 620,MATH 620 Topics in Complex Analysis
7324,MATH 625,MATH 625 Topics in Real Analysis
7325,MATH 630,MATH 630 Topics in Number Theory
7326,MATH 635,MATH 635 Topics in Differential Geometry
7327,MATH 641,MATH 641 Topics in Topology
7328,MATH 647,MATH 647 Topics in Statistics
7329,MATH 650,MATH 650 Seminar in Statistical Consulting
7330,MATH 655,MATH 655 Topics in Partial Differential Equations
7331,MATH 665,MATH 665 Topics in Ordinary Differential Equations
7332,MATH 680,MATH 680 Nonlinear Functional Analysis
7333,MATH 681,MATH 681 Selected Topics in Functional Analysis
7334,MATH 685,MATH 685 Topics in Mathematical Control Theory
7335,MATH 689,MATH 689 Topics in Mathematical Physics
7336,MATH 700,MATH 700 Seminar in Numerical Analysis
7337,MATH 705,MATH 705 Seminar in Probability
7338,MATH 710,MATH 710 Seminar in Algebra
7339,MATH 725,MATH 725 Seminar in Analysis
7340,MATH 730,MATH 730 Seminar in Number Theory
7341,MATH 735,MATH 735 Seminar in Differential Geometry
7342,MATH 740,MATH 740 Seminar in Topology
7343,MATH 761,MATH 761 Seminar in Programming and Computability
7344,MATH 765,MATH 765 Seminar in Ordinary Differential Equations
7345,MATH 780,MATH 780 Seminar in Functional Analysis
7346,MATH 790,MATH 790 Research
7347,MATH 794a,MATH 794a Doctoral Dissertation
7348,MATH 794b,MATH 794b Doctoral Dissertation
7349,MATH 794c,MATH 794c Doctoral Dissertation
7350,MATH 794d,MATH 794d Doctoral Dissertation
7351,MATH 794z,MATH 794z Doctoral Dissertation
7352,MBIO 310,MBIO 310 Principles of Microbiology and Immunology
7353,MBIO 501,MBIO 501 Immunology
7354,MBPH 550,MBPH 550 Seminar in Medical Biophysics
7355,MBPH 590,MBPH 590 Directed Research
7356,MBPH 594a,MBPH 594a Master's Thesis
7357,MBPH 594b,MBPH 594b Master's Thesis
7358,MBPH 594z,MBPH 594z Master's Thesis
7359,MBPH 596,MBPH 596 Internship for Curricular Practical Training
7360,MBPH 790,MBPH 790 Research
7361,MBPH 794a,MBPH 794a Doctoral Dissertation
7362,MBPH 794b,MBPH 794b Doctoral Dissertation
7363,MBPH 794c,MBPH 794c Doctoral Disseration
7364,MBPH 794d,MBPH 794d Doctoral Disseration
7365,MBPH 794z,MBPH 794z Doctoral Dissertation
7366,MDA 020,MDA 020 American Popular Culture
7367,MDA 100a,MDA 100a Introduction to the Health Professions
7368,MDA 100b,MDA 100b Introduction to the Health Professions
7369,MDA 100c,MDA 100c Introduction to the Health Professions
7370,MDA 100d,MDA 100d Introduction to the Health Professions
7371,MDA 101x,MDA 101x Health Professions: Prospects and Preparation
7372,MDA 105g,MDA 105g Cultural Forms and Values I
7373,MDA 120,MDA 120 American Popular Culture
7374,MDA 125Lg,MDA 125Lg Scientific Principles
7375,MDA 140,MDA 140 Practicum in Multimedia Authorship
7376,MDA 155g,MDA 155g Cultural Forms and Values II
7377,MDA 165g,MDA 165g Social Inquiry
7378,MDA 167g,MDA 167g Marginal Groups in America
7379,MDA 170g,MDA 170g La Frontera: The U.S.-Mexico Borderlands
7380,MDA 175Lg,MDA 175Lg Science and Technology
7381,MDA 200Lg,MDA 200Lg The Cutting Edge: From Basic Science to the Marketplace
7382,MDA 205g,MDA 205g Cities and Civilization
7383,MDA 210,MDA 210 Contemporary Issues and Cases in Health Care
7384,MDA 250,MDA 250 Internship for Liberal Arts: Work and Career — Theory and Practice
7385,MDA 260,MDA 260 Opportunities in the Global Marketplace
7386,MDA 300,MDA 300 The Dornsife Toolkit
7387,MDA 320,"MDA 320 Global Ethics: Poverty, Health and the Human Condition"
7388,MDA 325,MDA 325 Case Studies in Modern Leadership
7389,MDA 330,"MDA 330 The Armenian Heritage: History, Arts, and Culture"
7390,MDA 333,MDA 333 Colloquium in Armenian Studies: Social and Cultural Issues
7391,MDA 365,MDA 365 The Art and Adventure of Leadership
7392,MDA 399a,MDA 399a Team Research Communities
7393,MDA 399b,MDA 399b Team Research Communities
7394,MDA 423,MDA 423 User Experience
7395,MDA 450,MDA 450 Individual Program of Study
7396,MDA 460,MDA 460 Collaborative Learning Project
7397,MDA 475,MDA 475 The Future of California
7398,MDA 476,MDA 476 Policy Research on California
7399,MDA 490x,MDA 490x Directed Research
7400,MDA 494,MDA 494 Directed Creative Project
7401,MDA 495,MDA 495 Interdisciplinary Honors Seminar
7402,MDA 496,MDA 496 Interdisciplinary Honors Thesis
7403,MDA 499,MDA 499 Special Topics
7404,MDA 501,MDA 501 Introduction to Visual Studies: Methods and Debates
7405,MDA 593,MDA 593 Practicum in Teaching the Liberal Arts
7406,MDA 599,MDA 599 Special Topics
7407,MDED 501,"MDED 501 Narrative Medicine I: Witnessing, Listening, Reflecting"
7408,MDED 502,MDED 502 Narrative Medicine II: Methods and Pedagogy
7409,MDED 503,MDED 503 Creative Writing and Its Applications in Narrative Medicine
7410,MDED 504,MDED 504 Research Methods in Narrative Medicine
7411,MDED 505,MDED 505 Intersubjectivity: Lived Bodies/Relational Selves
7412,MDED 510,"MDED 510 Narrative Ethics: Illness, Disability, Equity and Community"
7413,MDED 511,"MDED 511 Immigrants, Illness and Narrative Medicine"
7414,MDED 590,MDED 590 Directed Research
7415,MDED 593,MDED 593 Narrative Medicine Capstone
7416,MDES 180g,MDES 180g The Middle East
7417,MDES 201w,MDES 201w The Middle East: Global and Environmental Perspectives
7418,MDES 301g,MDES 301g The Global Middle East
7419,MDES 312,MDES 312 Medieval Iran: Society and Culture
7420,MDES 313,MDES 313 Modern Iran
7421,MDES 314p,MDES 314p Political Thought in the Middle East
7422,MDES 316p,MDES 316p The Great Muslim Empires of the Near East and India
7423,MDES 324,MDES 324 Classical Persian Literature in Translation
7424,MDES 325g,MDES 325g Politics of Film and Literature in Modern Iran
7425,MDES 335,MDES 335 Nation and State in Modern Turkey
7426,MDES 340,MDES 340 The United States and the Middle East
7427,MDES 342g,MDES 342g Arab Intellectuals in Question
7428,MDES 343g,MDES 343g Modern Arab Culture and Literature
7429,MDES 345p,MDES 345p Power and Authority in the Middle East
7430,MDES 349gp,MDES 349gp Ancient Empires
7431,MDES 362,MDES 362 The International Relations of the Contemporary Middle East
7432,MDES 363,MDES 363 Middle East Political Economy
7433,MDES 375,MDES 375 Politics and Society in the Contemporary Middle East
7434,MDES 378,MDES 378 Ptolemaic Egypt
7435,MDES 382,"MDES 382 The Middle East, 500–1500"
7436,MDES 383,MDES 383 The Modern Middle East
7437,MDES 384,MDES 384 Popular Culture in the Middle East
7438,MDES 394,MDES 394 Archaeology of Egypt and the Near East
7439,MDES 401,MDES 401 Environment and Politics in the Middle East
7440,MDES 402,"MDES 402 Cultural Heritage, Religion, and Politics in the Middle East"
7441,MDES 403,"MDES 403 Technology, Development and Power in the Middle East"
7442,MDES 437,MDES 437 Arabic Autobiography: Writing and Interpreting the Self
7443,MDES 441w,MDES 441w Cities of the Middle East
7444,MDES 447,MDES 447 Traveling Genres: Politics/Poetics of Modern Arabic Prose
7445,MDES 448m,MDES 448m France and Islam
7446,MDES 454,MDES 454 Classical Arabic
7447,MDES 463,MDES 463 Islam and Arab Nationalism
7448,MDES 475,MDES 475 Seminar in Middle East Studies
7449,MDES 480,MDES 480 Seminar in Middle East History
7450,MDES 490x,MDES 490x Directed Research
7451,MDES 492,MDES 492 Honors Thesis
7452,MDES 499,MDES 499 Special Topics
7453,MEDB 790,MEDB 790 Research
7454,MEDB 794a,MEDB 794a Doctoral Dissertation
7455,MEDB 794b,MEDB 794b Doctoral Dissertation
7456,MEDB 794c,MEDB 794c Doctoral Dissertation
7457,MEDB 794d,MEDB 794d Doctoral Dissertation
7458,MEDB 794z,MEDB 794z Doctoral Dissertation
7459,MEDS 220,MEDS 220 Preparation for the Clinical Experience
7460,MEDS 250,MEDS 250 Introduction to Healthcare Innovation
7461,MEDS 260,MEDS 260 Challenges in the Forefront of Biomedical Ethics
7462,MEDS 261,MEDS 261 Human Health and Technology
7463,MEDS 280,MEDS 280 The History of Medicine: a Doctor's Perspective
7464,MEDS 300g,MEDS 300g Statistical Methods for Biomedical Research
7465,MEDS 315,"MEDS 315 Human Anatomy, Physiology, and the Technology of Medicine"
7466,MEDS 320,MEDS 320 Human Cadaveric Anatomy
7467,MEDS 330,MEDS 330 Bionics: Solutions to Enable the Disabled
7468,MEDS 335,MEDS 335 Human Development: From Stem to Sternum
7469,MEDS 340,MEDS 340 The Brain in Health and Disease
7470,MEDS 350,"MEDS 350 Neurochemistry of Addiction: Drugs, Brain, and Behavior"
7471,MEDS 355,MEDS 355 Skeletal Biology and Pathology: No Bones About It
7472,MEDS 360,MEDS 360 Bench to Bedside: Application of the Basic Sciences
7473,MEDS 362,MEDS 362 Analytics for Health Innovators
7474,MEDS 370,MEDS 370 Organ Failure: Non-Communicable Chronic Disease
7475,MEDS 380,MEDS 380 Stem Cells: Fact and Fiction
7476,MEDS 390,MEDS 390 Special Problems
7477,MEDS 420,MEDS 420 Clinical Pediatrics
7478,MEDS 425,MEDS 425 Medical Examiner-Coroner: Investigating Death
7479,MEDS 440,MEDS 440 Introduction to Surgical Principles
7480,MEDS 445,MEDS 445 Cancer: Introduction to Oncology in the Modern Era
7481,MEDS 450,MEDS 450 OB/GYN: The Medicine and Surgery of Reproduction
7482,MEDS 455,MEDS 455 Integrative Health Care
7483,MEDS 460,MEDS 460 Emergency Health Care
7484,MEDS 463,MEDS 463 Evidence Based Medicine for Health Innovators
7485,MEDS 464,MEDS 464 Mining Health Data Through Machine Learning
7486,MEDS 465,MEDS 465 Wilderness and Survival Medicine
7487,MEDS 490x,MEDS 490x Directed Research in Biomedical Science
7488,MEDS 499,MEDS 499 Special Topics
7489,MEDS 500,MEDS 500 Basic Concepts in Global Health
7490,MEDS 501,MEDS 501 Critical Issues in Global Health
7491,MEDS 503L,MEDS 503L Core Principles System I
7492,MEDS 504L,MEDS 504L Core Principles System II
7493,MEDS 510,"MEDS 510 Global Health Modules, Malaria"
7494,MEDS 511,"MEDS 511 Global Health Modules, Tuberculosis"
7495,MEDS 512,"MEDS 512 Global Health Modules, Maternal and Child Health I"
7496,MEDS 514,"MEDS 514 Global Health Modules, Tropical Disease"
7497,MEDS 515,"MEDS 515 Global Health Modules, HIV/AIDS"
7498,MEDS 516,MEDS 516 Cultural Humility in Health and Medicine
7499,MEDS 517,MEDS 517 Health and Human Rights
7500,MEDS 518,MEDS 518 Children in Emergency Situations: Global Policies and Programs
7501,MEDS 519,MEDS 519 Global Oral Health
7502,MEDS 520,MEDS 520 Medical Spanish for the Health Professions
7503,MEDS 521,MEDS 521 Emerging and Re-emerging Infectious Diseases
7504,MEDS 523,MEDS 523 Global Toxicity and Carcinogenesis
7505,MEDS 524,MEDS 524 Grantwriting for Non-Government Organizations
7506,MEDS 525,MEDS 525 Global Mental Health
7507,MEDS 527,MEDS 527 Zoonotic Infectious Diseases
7508,MEDS 528,"MEDS 528 Global Health Modules, Sexually Transmitted Infections"
7509,MEDS 529,MEDS 529 Refugee Health Care
7510,MEDS 530a,"MEDS 530a Foundation of Medicine: Anatomy, Physiology, and Pathology"
7511,MEDS 530b,"MEDS 530b Foundation of Medicine: Anatomy, Physiology, and Pathology"
7512,MEDS 530c,"MEDS 530c Foundation of Medicine: Anatomy, Physiology, and Pathology"
7513,MEDS 531,MEDS 531 The Politics of Global Health
7514,MEDS 532,MEDS 532 Non-communicable Diseases
7515,MEDS 535,"MEDS 535 Culture, Lifestyle, and Health"
7516,MEDS 550,MEDS 550 Clinical Medicine and Health Care Reform in Taiwan
7517,MEDS 551,MEDS 551 Clinical Medicine and Socioeconomic Factors in Uganda
7518,MEDS 553,MEDS 553 Clinical Medicine and Health Care Challenges in India
7519,MEDS 554,MEDS 554 Clinical Medicine and Healthcare Delivery in Panama
7520,MEDS 556,"MEDS 556 Global Health Field Study, New York"
7521,MEDS 557,MEDS 557 Clinical Medicine and Healthcare Dynamics in Denmark
7522,MEDS 559,MEDS 559 Clinical Medicine and Healthcare Determinants in China
7523,MEDS 560,MEDS 560 Innovating in Healthcare in Malaysia
7524,MEDS 561,MEDS 561 Global Healthcare Development and Practices in Nepal
7525,MEDS 567,MEDS 567 Global Nutrition
7526,MEDS 568,MEDS 568 Global Issues: Aging
7527,MEDS 570,MEDS 570 Introduction to Narrative Medicine
7528,MEDS 573,MEDS 573 Global Health Entrepreneurship - Ideas into Innovations
7529,MEDS 574,MEDS 574 Rural Health in South Africa
7530,MEDS 575,MEDS 575 Introduction to Healthcare in Resource-Limited Settings
7531,MEDS 576,MEDS 576 Maternal and Child Health in South Africa
7532,MEDS 577,MEDS 577 Global Palliative Care
7533,MEDS 578,MEDS 578 International Travel and Illness Prevention
7534,MEDS 579,MEDS 579 Healthcare Challenges and Dynamics in Japan
7535,MEDS 580,MEDS 580 Interprofessional Team Dynamics in Healthcare
7536,MEDS 581,MEDS 581 Case Studies in Interprofessional Healthcare
7537,MEDS 590,MEDS 590 Directed Research
7538,MEDS 597a,MEDS 597a Health Technology Internship
7539,MEDS 597b,MEDS 597b Health Technology Internship
7540,MEDS 599,MEDS 599 Special Topics
7541,MICB 500L,MICB 500L Introductory Medical Microbiology
7542,MICB 501,MICB 501 Introduction to Immunology
7543,MICB 502,MICB 502 Molecular and Cellular Immunology
7544,MICB 503,MICB 503 Current Topics in Immunology
7545,MICB 504,MICB 504 Molecular Biology of Cancer
7546,MICB 522,MICB 522 Infection and Host Responses
7547,MICB 531,MICB 531 Cell Biology
7548,MICB 542,MICB 542 Animal Virology
7549,MICB 549,MICB 549 Student Seminar Series
7550,MICB 550,MICB 550 Microbial Pathogenesis
7551,MICB 551,MICB 551 Prokaryotic Molecular Genetics
7552,MICB 560,MICB 560 Recent Advances in Microbiology
7553,MICB 561,MICB 561 Molecular Biology
7554,MICB 570,MICB 570 Microbiology Research Seminar
7555,MICB 571,MICB 571 Biochemistry
7556,MICB 572,MICB 572 Medical Physiology I
7557,MICB 573,MICB 573 Systems Physiology and Disease II
7558,MICB 590,MICB 590 Directed Research
7559,MICB 594a,MICB 594a Master's Thesis
7560,MICB 594b,MICB 594b Master's Thesis
7561,MICB 594z,MICB 594z Master's Thesis
7562,MICB 596,MICB 596 Internship for Curricular Practical Training
7563,MICB 790,MICB 790 Research
7564,MICB 794a,MICB 794a Doctoral Dissertation
7565,MICB 794b,MICB 794b Doctoral Dissertation
7566,MICB 794c,MICB 794c Doctoral Dissertation
7567,MICB 794d,MICB 794d Doctoral Dissertation
7568,MICB 794z,MICB 794z Doctoral Dissertation
7569,MKT 385x,MKT 385x Marketing of Creative Disruption and Innovation
7570,MKT 402,MKT 402 Introduction to Marketing Analytics
7571,MKT 405,MKT 405 Advertising and Promotion Management
7572,MKT 406,MKT 406 Practicum in Advertising and Promotion Design
7573,MKT 410,MKT 410 Professional Selling
7574,MKT 415,MKT 415 Sales Force Management
7575,MKT 425,MKT 425 Marketing in a Digital World
7576,MKT 430,MKT 430 Retail Management
7577,MKT 440,MKT 440 Marketing Analysis and Strategy
7578,MKT 445,MKT 445 New Product Development and Branding
7579,MKT 446L,MKT 446L Practicum in New Product Development
7580,MKT 450,MKT 450 Consumer Behavior and Marketing
7581,MKT 461,MKT 461 Marketing Blockbuster Entertainment
7582,MKT 463,MKT 463 Pricing Strategies
7583,MKT 465,MKT 465 Global Marketing Management
7584,MKT 499,MKT 499 Special Topics
7585,MKT 512,MKT 512 Customer Insights and Analysis
7586,MKT 525,MKT 525 Consumer Behavior
7587,MKT 526,MKT 526 Advertising and Social Media: Strategy and Analytics
7588,MKT 528,MKT 528 Sales Management: The Art and Science of Sales
7589,MKT 530,MKT 530 New Product Development
7590,MKT 531,MKT 531 Services Marketing Strategy
7591,MKT 533,MKT 533 Branding Strategy
7592,MKT 534,MKT 534 Retail Strategy
7593,MKT 535,MKT 535 Business-to-Business Marketing Management
7594,MKT 536,MKT 536 Pricing Strategies
7595,MKT 543,MKT 543 Market Demand and Sales Forecasting
7596,MKT 546,MKT 546 Digital Marketing
7597,MKT 555,MKT 555 Marketing Channels
7598,MKT 556,MKT 556 Internet Marketing
7599,MKT 560,MKT 560 Marketing Strategy
7600,MKT 565,MKT 565 Global Marketing
7601,MKT 566,MKT 566 Marketing Analytics
7602,MKT 567,MKT 567 Marketing Metrics for Business Decisions
7603,MKT 580,MKT 580 Fostering Creativity
7604,MKT 585,MKT 585 Marketing Radical Innovation
7605,MKT 586,"MKT 586 Fashion, Luxury and Lifestyle Marketing"
7606,MKT 589,MKT 589 CMO on Shareholder Value
7607,MKT 590,MKT 590 Directed Research
7608,MKT 592,MKT 592 Field Research in Marketing
7609,MKT 593,MKT 593 Independent Research in Marketing
7610,MKT 595,MKT 595 Internship in Marketing
7611,MKT 596,MKT 596 Research Practicum in Marketing
7612,MKT 597,MKT 597 Consulting Project in Marketing
7613,MKT 598,MKT 598 Special Topics
7614,MKT 599,MKT 599 Special Topics
7615,MKT 613,MKT 613 Marketing Models in Consumer and Business-to-Business Markets
7616,MKT 614,MKT 614 Advanced Research Methods in Marketing
7617,MKT 615,MKT 615 Strategic and Marketing Mix Models
7618,MKT 616,MKT 616 Consumer Behavior Theory and Research
7619,MKT 618,MKT 618 Consumer Behavior and Decision Making
7620,MKT 620,MKT 620 Advanced Quantitative Models in Marketing
7621,MKT 621,MKT 621 Research Forum
7622,MKT 699,MKT 699 Special Topics
7623,MOR 252,MOR 252 The Art of Case Analysis and Presentation
